stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
00062,,"78 Grenadier Drive (north side)",,  44.256084, -76.454489,,,0,
00064,,"Windfield Crescent (north side)",,  44.255015, -76.459814,,,0,
00065,,"McCallum Street (west side of Rose Abbey)",,  44.263964, -76.446798,,,0,
00068,,"Truedell Road (south side of Development)",,  44.240701, -76.579773,,,0,
00069,,"Maple Ridge Drive (south side of Bath)",,  44.228131, -76.627220,,,0,
00070,,"Fraser Street (west side of Division)",,  44.245348, -76.495562,,,0,
00073,,"Rockford Place (south side of Elliott)",,  44.256124, -76.500760,,,0,
00075,,"Tivoli & Sierra Avenues (south side of Tivoli)",,  44.272702, -76.576888,,,0,
00077,,"Loblaws (east side of Midland)",,  44.260567, -76.573960,,,0,
00078,,"Cataraqui Woods Drive (east side of Midland)",,  44.268654, -76.574096,,,0,
00079,,"Barriefield (east side of Highway 15)",,  44.241349, -76.459008,,,0,
00080,,"Givenchy Street (south side of Craftsman)",,  44.243309, -76.451630,,,0,
00081,,"Sicily Drive (west side of Niagara Park)",,  44.237674, -76.455316,,,0,
00082,,"Lundy's Lane (east side of Niagara Park)",,  44.236002, -76.454180,,,0,
00083,,"49 Lundy's Lane (north side)",,  44.237692, -76.451153,,,0,
00084,,"Batoche Avenue (north side of Lundy's)",,  44.237978, -76.448514,,,0,
00085,,"13 Lundy's Lane (south side)",,  44.238156, -76.444525,,,0,
00086,,"Canal du Nord Drive (north side of Lundy's)",,  44.238512, -76.440885,,,0,
00088,,"Mercury Crescent (east side of Craftsman)",,  44.242434, -76.438967,,,0,
00089,,"Mercury Crescent (west side of Craftsman)",,  44.242297, -76.439095,,,0,
00091,,"Downing Street (south side of Hudson)",,  44.248623, -76.597028,,,0,
00092,,"King Street E. at City Hall (east side)",,  44.229844, -76.481619,,,0,
00093,,"Royal Military College (south side of Highway 2)",,  44.235807, -76.468287,,,0,
00094,,"Kimberley Street (east side of Old Colony)",,  44.252016, -76.576939,,,0,
00096,,"Ridley Drive (east side of Old Colony)",,  44.253841, -76.577244,,,0,
00097,,"Norwest Road (west side of Midland)",,  44.257052, -76.574201,,,0,
00098,,"Bexley Gate (north side of Taylor-Kidd)",,  44.251253, -76.561299,,,0,
00100,,"Milford Drive (south side of Taylor-Kidd)",,  44.247966, -76.581779,,,0,
00105,,"768 Aylmer Crescent (east side)",,  44.248170, -76.614334,,,0,
00107,,"Albert Street (north side of Union)",,  44.227303, -76.500075,,,0,
00108,,"Albert Street (south side of Johnson)",,  44.231529, -76.499329,,,0,
00110,,"Division Street (north side of Brock)",,  44.232319, -76.493186,,,0,
00111,,"257 Bath Road (north side)",,  44.240130, -76.523279,,,0,
00113,,"371 Yonge Street (east side)",,  44.229186, -76.518271,,,0,
00114,,"Moro Street (north side of Craftsman)",,  44.244152, -76.442757,,,0,
00116,,"Canal du Nord Drive (south side of Lundy's)",,  44.238413, -76.440719,,,0,
00117,,"13 Lundy's Lane (north side)",,  44.238218, -76.445157,,,0,
00118,,"Batoche Avenue (south side of Lundy's)",,  44.237904, -76.448320,,,0,
00119,,"Lance Street (north side of Craftsman)",,  44.243793, -76.447231,,,0,
00120,,"Givenchy Street (north side of Craftsman)",,  44.243447, -76.451750,,,0,
00121,,"48 Lundy's Lane (south side)",,  44.237565, -76.451195,,,0,
00122,,"6 Niagara Park Drive (south side)",,  44.235772, -76.453854,,,0,
00123,,"Canex (east side of Niagara Park)",,  44.238021, -76.455173,,,0,
00124,,"Canex (west side of Niagara Park)",,  44.239360, -76.455484,,,0,
00125,,"Apprentice Street (north side of Craftsman)",,  44.243170, -76.455264,,,0,
00128,,"Constantine Arena (north side of Highway 2)",,  44.235915, -76.468478,,,0,
00132,,"Barrett Court (west side of Highway 15)",,  44.249332, -76.461105,,,0,
00134,,"Medley Court (west side of Highway 15)",,  44.252837, -76.460839,,,0,
00141,,"Esdon Street (west side of Guthrie)",,  44.272195, -76.481721,,,0,
00142,,"Esdon Street (east side of Guthrie)",,  44.272403, -76.481245,,,0,
00143,,"1382 Montreal Street (west side)",,  44.272289, -76.478185,,,0,
00144,,"213 Guthrie Drive (east side)",,  44.273822, -76.479760,,,0,
00145,,"242 Guthrie Drive (west side)",,  44.273852, -76.479916,,,0,
00146,,"Joyce Street (north side of Sheppard)",,  44.273573, -76.478219,,,0,
00147,,"Montreal Street (south side of Sheppard)",,  44.273185, -76.477630,,,0,
00148,,"Sheppard Street (east side of Montreal)",,  44.272996, -76.477393,,,0,
00149,,"Joyce Street (south side of Guthrie)",,  44.274632, -76.477763,,,0,
00150,,"Joyce Street (north side of Guthrie)",,  44.274801, -76.477857,,,0,
00151,,"1475 Montreal Street (east side of Montreal)",,  44.274839, -76.475705,,,0,
00152,,"1480 Montreal Street (west side)",,  44.275022, -76.475783,,,0,
00154,,"Sutherland Drive (west side of Virginia)",,  44.268437, -76.487661,,,0,
00155,,"Sutherland Drive (east side of Virginia)",,  44.268591, -76.487513,,,0,
00156,,"Mgr. Remi-Gaulin School (south side of Virginia)",,  44.270053, -76.486669,,,0,
00157,,"66 Virginia Street (north side)",,  44.270329, -76.486437,,,0,
00158,,"109 Virginia Street (south side of Virginia)",,  44.271067, -76.484734,,,0,
00159,,"Guthrie Drive (south side of Virginia)",,  44.271204, -76.483511,,,0,
00160,,"Virginia Street (north side of Guthrie)",,  44.271150, -76.483192,,,0,
00161,,"Guthrie Drive (south side of Sutherland)",,  44.268495, -76.484885,,,0,
00162,,"Guthrie Drive (north side of Sutherland)",,  44.268607, -76.484843,,,0,
00163,,"Abbey Dale Court (south side of Conacher)",,  44.266550, -76.484347,,,0,
00164,,"Abbey Dale Court (north side of Conacher)",,  44.266574, -76.484557,,,0,
00166,,"Morenz Crescent (north side of Conacher)",,  44.267265, -76.483330,,,0,
00167,,"44 Conacher Drive (south side of Conacher)",,  44.267248, -76.483083,,,0,
00168,,"Conacher Drive (west side of Sutherland)",,  44.268541, -76.481750,,,0,
00169,,"2 Conacher Drive (east side)",,  44.268276, -76.481555,,,0,
00170,,"Esdon Street (west side of Montreal)",,  44.271051, -76.479145,,,0,
00171,,"1343 Montreal Street (east side)",,  44.270954, -76.478919,,,0,
00172,,"Sutherland Drive (west side of Montreal)",,  44.268191, -76.479149,,,0,
00173,,"Sutherland Drive (east side of Montreal)",,  44.268492, -76.479011,,,0,
00174,,"Greer Street (east side of Montreal)",,  44.266445, -76.478510,,,0,
00175,,"Greer Street (west side of Montreal)",,  44.266171, -76.478687,,,0,
00179,,"1130 Montreal Street (west side)",,  44.263908, -76.478694,,,0,
00180,,"Baker Street (south side of Conacher)",,  44.266108, -76.485432,,,0,
00181,,"Wilson Street (north side of Conacher)",,  44.266034, -76.487618,,,0,
00182,,"Wilson Street (south side of Conacher)",,  44.265901, -76.487866,,,0,
00183,,"Wilson Street (north side of Compton)",,  44.264724, -76.487965,,,0,
00184,,"Wilson Street (south side of Compton)",,  44.264731, -76.487435,,,0,
00185,,"Weller Avenue (west side of Wilson)",,  44.262952, -76.486738,,,0,
00186,,"Ford Street (south side of Weller)",,  44.262312, -76.484621,,,0,
00187,,"Baker Street (north side of Weller)",,  44.262543, -76.483485,,,0,
00188,,"Daly Street (north side of Weller)",,  44.262690, -76.481245,,,0,
00189,,"Daly Street (south side of Weller)",,  44.262521, -76.481852,,,0,
00190,,"Baker Street (south side of Drennan)",,  44.260966, -76.483602,,,0,
00191,,"Montreal Street (south side of Drennan)",,  44.260921, -76.481520,,,0,
00192,,"Daly Street (north side of Drennan)",,  44.261189, -76.482223,,,0,
00193,,"Baker Street (north side of Drennan)",,  44.261072, -76.483800,,,0,
00194,,"Wilson Street (north side of Drennan)",,  44.260911, -76.485892,,,0,
00195,,"Wilson Street (south side of Drennan)",,  44.260771, -76.485926,,,0,
00196,,"Wiley Street (south side of Drennan)",,  44.260542, -76.488806,,,0,
00197,,"Butler Street (north side of Drennan)",,  44.260683, -76.488805,,,0,
00198,,"Weller Avenue (west side of Wiley)",,  44.261489, -76.489451,,,0,
00199,,"Weller Avenue (east side of Wiley)",,  44.261863, -76.489324,,,0,
00200,,"Weller Avenue at KCHC (east side of Compton)",,  44.262687, -76.490701,,,0,
00201,,"Weller Avenue at KCHC (west side of Compton)",,  44.262232, -76.490804,,,0,
00202,,"Compton Street (south side of Weller)",,  44.261851, -76.490514,,,0,
00203,,"Trillium Court (north side of Weller)",,  44.261778, -76.493160,,,0,
00204,,"70 Compton Street at Walkway (south side)",,  44.264429, -76.490292,,,0,
00205,,"71 Compton Street at Walkway (north side)",,  44.264519, -76.490613,,,0,
00206,,"230 Conacher Drive at Walkway (south side)",,  44.265640, -76.491333,,,0,
00207,,"235 Conacher Drive (north side)",,  44.265768, -76.491195,,,0,
00208,,"300 Conacher Drive (south side)",,  44.266198, -76.494725,,,0,
00209,,"Kingslake Plaza (south side of Benson)",,  44.266344, -76.497317,,,0,
00210,,"Division Street (north side of Benson)",,  44.266486, -76.497336,,,0,
00212,,"Briceland Street (east side of Montreal)",,  44.259587, -76.481680,,,0,
00213,,"John Counter Boulevard (east side of Montreal)",,  44.257127, -76.482809,,,0,
00216,,"Derby Gate Crescent (north side of Elliott)",,  44.256373, -76.498602,,,0,
00217,,"Rigney Street (north side of John Counter)",,  44.259561, -76.502978,,,0,
00218,,"Rigney Street (south side of John Counter)",,  44.259403, -76.503032,,,0,
00219,,"Wycliffe Crescent (south side of Elliott)",,  44.256043, -76.502086,,,0,
00220,,"Adley Place (south side of Elliott)",,  44.255935, -76.504635,,,0,
00222,,"Village Drive (east side of Montreal)",,  44.254814, -76.483168,,,0,
00223,,"Hickson Avenue (east side of Montreal)",,  44.252758, -76.484940,,,0,
00224,,"Hickson Avenue (west side of Montreal)",,  44.252824, -76.485114,,,0,
00227,,"687 Montreal Street (east side)",,  44.250128, -76.485671,,,0,
00228,,"670 Montreal Street (west side)",,  44.249904, -76.486019,,,0,
00229,,"Railway Street (east side of Montreal)",,  44.248755, -76.486387,,,0,
00230,,"Joseph Street (east side of Montreal)",,  44.245681, -76.487332,,,0,
00232,,"Fraser Street (east side of Division)",,  44.245540, -76.495393,,,0,
00233,,"Railway Street (east side of Division)",,  44.247839, -76.495746,,,0,
00234,,"Kingston Police (east side of Division)",,  44.250181, -76.496101,,,0,
00235,,"Barbara Avenue (west side of Division)",,  44.249948, -76.496297,,,0,
00237,,"Theresa Crescent (north side of Kirkpatrick)",,  44.253461, -76.497972,,,0,
00238,,"Theresa Crescent (south side of Kirkpatrick)",,  44.253327, -76.497996,,,0,
00239,,"QECVI Secondary School (north side of Kirkpatrick)",,  44.253369, -76.501379,,,0,
00240,,"QECVI Secondary School (south side of Kirkpatrick)",,  44.253245, -76.501377,,,0,
00241,,"Oak Street (east side of Kingscourt)",,  44.250078, -76.501736,,,0,
00242,,"Seventh Avenue (east side of Kingscourt)",,  44.247431, -76.501546,,,0,
00243,,"Third Avenue (east side of Kingscourt)",,  44.244504, -76.501354,,,0,
00250,,"Stephen Street (west side of Montreal)",,  44.243040, -76.487939,,,0,
00251,,"Stephen Street (east side of Montreal)",,  44.242755, -76.487741,,,0,
00252,,"362 Montreal Street (east side)",,  44.241554, -76.487559,,,0,
00253,,"Charles Street (east side of Montreal)",,  44.240333, -76.486497,,,0,
00254,,"Charles Street (west side of Montreal)",,  44.240097, -76.486528,,,0,
00255,,"John Street (east side of Montreal)",,  44.239335, -76.485904,,,0,
00256,,"John Street (west side of Montreal)",,  44.239133, -76.486003,,,0,
00257,,"Raglan Road (east side of Montreal)",,  44.237974, -76.485166,,,0,
00258,,"Bagot Street (south side of Raglan)",,  44.237969, -76.484244,,,0,
00259,,"Rideaucrest Home (east side of Rideau)",,  44.238064, -76.482747,,,0,
00260,,"Rideau Street (north side of North)",,  44.237041, -76.482897,,,0,
00261,,"Rideau Street (south side of North)",,  44.236939, -76.482825,,,0,
00262,,"North Street (west side of Bagot)",,  44.236373, -76.483949,,,0,
00264,,"North Street (east side of Montreal)",,  44.236355, -76.485005,,,0,
00265,,"Artillery Park (west side of Bagot)",,  44.234142, -76.483928,,,0,
00266,,"K-Rock Centre (west side of Ontario)",,  44.233332, -76.478892,,,0,
00269,,"Queen Street (east side of Montreal)",,  44.233185, -76.485106,,,0,
00270,,"Sydenham Street (south side of Princess)",,  44.232222, -76.487013,,,0,
00271,,"342 Princess Street (south side)",,  44.232695, -76.490086,,,0,
00273,,"Princess Street (east side of Division)",,  44.232561, -76.492708,,,0,
00274,,"University Avenue (north side of Brock)",,  44.232638, -76.495361,,,0,
00275,,"Alfred Street (north side of Princess)",,  44.235529, -76.497969,,,0,
00276,,"Alfred Street (south side of Princess)",,  44.234966, -76.497061,,,0,
00277,,"University Avenue (south side of Princess)",,  44.234263, -76.495303,,,0,
00278,,"University Avenue (north side of Princess)",,  44.234689, -76.495869,,,0,
00279,,"Colborne Street (east side of Division)",,  44.234811, -76.493295,,,0,
00280,,"Colborne Street (west side of Division)",,  44.234786, -76.493465,,,0,
00283,,"York Street (west side of Division)",,  44.237977, -76.494233,,,0,
00284,,"York Street (east side of Division)",,  44.237984, -76.494067,,,0,
00285,,"Pine Street (east side of Division)",,  44.239151, -76.494275,,,0,
00286,,"Pine Street (west side of Division)",,  44.239029, -76.494441,,,0,
00287,,"Adelaide Street (east side of Division)",,  44.240782, -76.494622,,,0,
00288,,"Adelaide Street (west side of Division)",,  44.240929, -76.494854,,,0,
00290,,"University Avenue (south side of Johnson)",,  44.231570, -76.495265,,,0,
00291,,"Division Street (south side of Johnson)",,  44.231227, -76.493078,,,0,
00294,,"Clergy Street E. (north side of Brock)",,  44.231757, -76.489429,,,0,
00295,,"Bagot Street (south side of Princess)",,  44.231725, -76.483716,,,0,
00296,,"Sydenham Street (north side of Brock)",,  44.231464, -76.487508,,,0,
00297,,"Public Library (west side of Bagot at Johnson)",,  44.229828, -76.485500,,,0,
00298,,"Public Library (east side of Bagot at Johnson)",,  44.230313, -76.484872,,,0,
00299,,"Earl Street (west side of Bagot)",,  44.228732, -76.486443,,,0,
00300,,"Earl Street (east side of Bagot)",,  44.228442, -76.486472,,,0,
00301,,"West Street (north side of Bagot)",,  44.227113, -76.487874,,,0,
00302,,"West Street (south side of Bagot)",,  44.226857, -76.487912,,,0,
00303,,"Wellington Street (south side of Johnson)",,  44.229458, -76.483978,,,0,
00304,,"King Street E. (south side of Johnson)",,  44.228901, -76.482756,,,0,
00305,,"Brock Street at City Hall (north side of Brock)",,  44.230363, -76.480339,,,0,
00308,,"Ontario Street at City Hall (east side of Ontario)",,  44.229741, -76.480072,,,0,
00309,,"Johnson Street (east side of Ontario)",,  44.228514, -76.481202,,,0,
00310,,"William Street (west side of Ontario)",,  44.227440, -76.482449,,,0,
00311,,"Earl Street (east side of Ontario)",,  44.226695, -76.482897,,,0,
00312,,"Gore Street (west side of Ontario)",,  44.225936, -76.483823,,,0,
00313,,"Lower Union Street (west side of Ontario)",,  44.224886, -76.484785,,,0,
00314,,"Lower Union Street (east side of Ontario)",,  44.225090, -76.484399,,,0,
00315,,"King Street E. (east side of West)",,  44.224764, -76.486105,,,0,
00316,,"Ontario Street (west side of West)",,  44.224521, -76.486125,,,0,
00320,,"Barrie Street (north side of Bagot)",,  44.225467, -76.490393,,,0,
00321,,"Maitland Street (north side of King)",,  44.223860, -76.488354,,,0,
00322,,"Maitland Street (south side of King)",,  44.223913, -76.487950,,,0,
00323,,"Barrie Street (north side of King)",,  44.222787, -76.490848,,,0,
00324,,"George Street (south side of King)",,  44.222633, -76.491309,,,0,
00325,,"Palace Road (north side of Park)",,  44.238200, -76.514143,,,0,
00326,,"Wright Crescent (east side of Palace)",,  44.239495, -76.514278,,,0,
00327,,"Park Street (west side of Palace)",,  44.238344, -76.514337,,,0,
00328,,"Helen Street (north side of Park)",,  44.238322, -76.512081,,,0,
00329,,"Helen Street (south side of Park)",,  44.238188, -76.512139,,,0,
00330,,"Regent Street (north side of Park)",,  44.238466, -76.509861,,,0,
00331,,"Dunlop Street (east side of Regent)",,  44.237118, -76.509148,,,0,
00332,,"Dunlop Street (west side of Regent)",,  44.237014, -76.509350,,,0,
00333,,"Carruthers Avenue (west side of Regent)",,  44.235597, -76.509182,,,0,
00334,,"Carruthers Avenue (east side of Regent)",,  44.235438, -76.508993,,,0,
00335,,"Mack Street (east side of Regent)",,  44.234190, -76.508881,,,0,
00336,,"Mack Street (west side of Regent)",,  44.234011, -76.509023,,,0,
00344,,"Brock Street (west side of Regent)",,  44.232742, -76.508902,,,0,
00345,,"Regent Street (north side of Brock)",,  44.232641, -76.508407,,,0,
00346,,"Willingdon Avenue (south side of Johnson)",,  44.231245, -76.507749,,,0,
00347,,"Macdonnell Street (north side of Brock)",,  44.232751, -76.505430,,,0,
00348,,"Macdonnell Street (south side of Johnson)",,  44.231340, -76.505056,,,0,
00349,,"Victoria Street (north side of Brock)",,  44.232828, -76.503403,,,0,
00350,,"Victoria Street (south side of Johnson)",,  44.231424, -76.502296,,,0,
00351,,"Albert Street (north side of Brock)",,  44.232864, -76.500897,,,0,
00352,,"Alfred Street (south side of Johnson)",,  44.231583, -76.497232,,,0,
00353,,"Alfred Street (north side of Brock)",,  44.232966, -76.497700,,,0,
00354,,"Frontenac Street (south side of Princess)",,  44.235884, -76.499203,,,0,
00355,,"Frontenac Street (north side of Princess0",,  44.236132, -76.499372,,,0,
00359,,"Victoria Street (south side of Princess)",,  44.237566, -76.503299,,,0,
00360,,"671 Princess Street at Legion Villa (north side)",,  44.238259, -76.504468,,,0,
00361,,"Macdonnell Street (south side of Princess)",,  44.238378, -76.505270,,,0,
00362,,"Macdonnell Street (north side of Princess)",,  44.238967, -76.506193,,,0,
00365,,"904 Princess Street (south side)",,  44.240558, -76.510416,,,0,
00366,,"Westdale Avenue (north side of Bath)",,  44.241020, -76.513653,,,0,
00367,,"Drayton Avenue (south side of Concession)",,  44.241161, -76.506959,,,0,
00368,,"Leroy Grant Drive (north side of Concession)",,  44.242072, -76.508288,,,0,
00369,,"Victoria Street (south side of Concession)",,  44.241238, -76.503130,,,0,
00372,,"Concession Street (east side of Kingscourt)",,  44.241736, -76.501108,,,0,
00373,,"First Avenue (east side of Kingscourt)",,  44.242812, -76.501207,,,0,
00374,,"Phillips Street (east side of Portsmouth)",,  44.242931, -76.529127,,,0,
00375,,"Fairview Road (east side of Portsmouth)",,  44.244349, -76.529215,,,0,
00376,,"Valleyview Avenue (east side of Portsmouth)",,  44.246579, -76.529346,,,0,
00377,,"Howard Crescent (east side of Portsmouth)",,  44.248492, -76.529492,,,0,
00378,,"Portsmouth Avenue (south side of Princess)",,  44.250016, -76.530786,,,0,
00379,,"Portsmouth Avenue (north side of Princess)",,  44.250301, -76.530818,,,0,
00381,,"1225 Princess Street (north side)",,  44.246972, -76.523833,,,0,
00382,,"Heathfield (south side of Princess)",,  44.245755, -76.521871,,,0,
00383,,"Sir John A Macdonald Blvd (north side of Princess)",,  44.245400, -76.520563,,,0,
00384,,"Jane Avenue (west side of Avenue)",,  44.246701, -76.518968,,,0,
00385,,"McMahon Avenue (west side of Avenue)",,  44.250184, -76.519171,,,0,
00386,,"Avenue Road (south side of Glengarry)",,  44.252863, -76.519955,,,0,
00387,,"Seaforth Road (south side of Glengarry)",,  44.252709, -76.523413,,,0,
00388,,"McMichael Street (south side of Glengarry)",,  44.252618, -76.525669,,,0,
00389,,"Portsmouth Avenue (south side of Glengarry)",,  44.252331, -76.529410,,,0,
00390,,"Mohawk Place (west side of Portsmouth)",,  44.253251, -76.529966,,,0,
00391,,"Portsmouth Avenue (north side of Champlain)",,  44.255257, -76.529627,,,0,
00392,,"Indian Road (north side of Champlain)",,  44.255222, -76.527123,,,0,
00393,,"Indian Road (north side of Old Quarry)",,  44.257180, -76.525717,,,0,
00394,,"Old Quarry Road (west side of Aberfoyle)",,  44.257450, -76.522224,,,0,
00396,,"Princess Street (south side of John Counter)",,  44.257402, -76.541300,,,0,
00397,,"Taylor-Kidd Boulevard (south side of Princess)",,  44.256577, -76.541683,,,0,
00398,,"John Counter Boulevard (north side of Princess)",,  44.257455, -76.542285,,,0,
00402,,"Augusta Drive (north side of Princess)",,  44.258310, -76.555066,,,0,
00403,,"Uxbridge Crescent (north side of Waterloo)",,  44.254409, -76.555471,,,0,
00404,,"Gardiners Road (north side of Taylor-Kidd)",,  44.250805, -76.568015,,,0,
00405,,"717 Roosevelt Drive (east side of Roosevelt)",,  44.229632, -76.588530,,,0,
00406,,"Friarhill Crescent (north side of Waterloo)",,  44.254079, -76.552187,,,0,
00407,,"Vanguard Court (east side of Waterloo)",,  44.252579, -76.547801,,,0,
00408,,"Tanglewood Drive (east side of Roosevelt)",,  44.231882, -76.588510,,,0,
00410,,"Centennial Drive (south side of Davis)",,  44.251636, -76.555951,,,0,
00412,,"Sir John A Macdonald Blvd (north side of King)",,  44.221243, -76.512299,,,0,
00414,,"Alwington Avenue (north side of King)",,  44.221412, -76.510162,,,0,
00415,,"Livingston Avenue (south side of King)",,  44.221355, -76.508924,,,0,
00416,,"Livingston Avenue (north side of King)",,  44.221530, -76.508164,,,0,
00418,,"Centre Street (north side of King)",,  44.221719, -76.504441,,,0,
00419,,"Centre Street (south side of King)",,  44.221798, -76.504741,,,0,
00420,,"Beverley Street (south side of King)",,  44.222163, -76.501907,,,0,
00421,,"Beverley Street (north side of King)",,  44.222244, -76.502024,,,0,
00422,,"Albert Street (north side of King)",,  44.222603, -76.499296,,,0,
00423,,"Albert Street (south side of King)",,  44.222486, -76.499278,,,0,
00424,,"Lower University Avenue (south side of King)",,  44.222917, -76.494293,,,0,
00425,,"Lower University Avenue (north side of King)",,  44.223000, -76.495300,,,0,
00428,,"University Avenue at Grant Hall (east side)",,  44.225531, -76.495405,,,0,
00429,,"Bader Lane (west side of University)",,  44.225415, -76.495724,,,0,
00432,,"Frontenac Street (south side of Union)",,  44.227504, -76.498206,,,0,
00433,,"Albert Street (south side of Union)",,  44.227202, -76.499889,,,0,
00436,,"Beverley Street (south side of Union)",,  44.226627, -76.502609,,,0,
00437,,"Victoria Street (north side of Union)",,  44.226873, -76.502334,,,0,
00438,,"Centre Street (north side of Union)",,  44.226025, -76.505031,,,0,
00439,,"Centre Street (south side of Union)",,  44.225910, -76.505007,,,0,
00440,,"St Mary's of the Lake Hosp. (north side of Union)",,  44.225472, -76.506925,,,0,
00441,,"Pembroke Street (north side of Union)",,  44.224570, -76.509805,,,0,
00442,,"Alwington Avenue (south side of Union)",,  44.223837, -76.511756,,,0,
00445,,"Forsythe Avenue (west side of Yonge)",,  44.227083, -76.518241,,,0,
00446,,"Yonge Street (south side of Forsythe)",,  44.226918, -76.518465,,,0,
00447,,"Mowat Avenue (south side of Forsythe)",,  44.226624, -76.520552,,,0,
00448,,"Mowat Avenue (north side of Forsythe)",,  44.226933, -76.520533,,,0,
00449,,"Francis Street (west side of Mowat)",,  44.225043, -76.520555,,,0,
00450,,"Herbert Street (east side of Mowat)",,  44.225186, -76.520381,,,0,
00452,,"Cartwright Avenue (north side of Churchill)",,  44.222558, -76.523798,,,0,
00454,,"Seniors Centre (west side of Francis)",,  44.224483, -76.521931,,,0,
00455,,"Yonge Street (south side of Union)",,  44.222207, -76.517284,,,0,
00456,,"Yonge Street (north side of Union)",,  44.222025, -76.518030,,,0,
00457,,"Sierra Avenue (east side of Birchwood)",,  44.271908, -76.578333,,,0,
00458,,"McDonald Avenue (north side of King)",,  44.220651, -76.522465,,,0,
00459,,"Portsmouth Avenue (north side of King)",,  44.220553, -76.524706,,,0,
00460,,"Baiden Street (east side of Portsmouth)",,  44.221577, -76.525138,,,0,
00461,,"Cartwright Avenue (south side of Churchill)",,  44.222438, -76.523623,,,0,
00463,,"Churchill Street (east side of Portsmouth)",,  44.222685, -76.525244,,,0,
00464,,"Calderwood Drive (east side of Portsmouth)",,  44.224453, -76.525419,,,0,
00465,,"KFL&A Health Unit (east side of Portsmouth)",,  44.227063, -76.525701,,,0,
00467,,"Nickle Avenue (west side of Portsmouth)",,  44.227041, -76.525876,,,0,
00468,,"High Gate Park Drive (south side of Prince Charles",,  44.247259, -76.604789,,,0,
00469,,"Glen Cove Street (south side of Prince Charles)",,  44.246944, -76.609337,,,0,
